Tough Poffin,500,"Raises Tough Contest Stat by +1 Contest Die.  Made with Aspear, Iapapa, Pinap, Durin, and Belue Berries.",Stat Suppressants,500,These medicines have an identical effect to the Suppressant Berries – they lower one of the user’s Base Stats by 1 point and only function if the Trainer of the Pokémon wants them to.,Lansat Berry,250,Increases Critical Range by +1 for the remainder of the encounter. Tier 2.,Quick Claw,4200,The user adds +10 to their Initiative. Accessory Item for Trainers.,Bait Attachment,300,--,"These attachments afix a piece of bait to the triggering device of a Poké Ball. When the bait is taken, the attachment automatically triggers a capture attempt along with any effect that would be caused by a Poké Ball Cases.",Pester Ball: Confusion,350,Consumable,"Inflicts Confusion on the target. After being hit by any Pester Ball, a target becomes immune to the effects of further Pester Balls for 1 hour. Throwing and hitting with Pester Balls is the same as with Poké Balls."
Poké Ball Tool Box,500,These tool boxes let those with the know-how craft and repair Poké Balls.,HP Suppressant,500,Lowers HP stat by 1 if trainer allows it.,Starf Berry,250,+2 CS to a random Stat. May be used only at 25% HP or lower. Tier 2.,Razor Claw,3000,The holder’s damaging attacks have their Critical Hit Range extended by +1. Evolves Sneasel.,Camera Kit,1200,--,"A small camera, microphone, and speaker set affixed to the outside of a Poké Ball or Case. These allow a Trainer to remotely release and command their Pokémon or attempt to capture a Pokémon.",Pester Ball: Burn,350,Consumable,"Inflicts Burn on the target. After being hit by any Pester Ball, a target becomes immune to the effects of further Pester Balls for 1 hour. Throwing and hitting with Pester Balls is the same as with Poké Balls."
Portable Grower,2000,"Portable Growers can be used to grow berries and herbs. Portable Growers protect the plants within them from external weather, and never need to be fertilized. Each Grower holds one plant.",Attack Suppressant,500,Lowers Attack stat by 1 if trainer allows it.,Enigma Berry,250,User gains Temporary HP equal to 1/6th of their Max HP when hit by a Super Effective Move. Tier 2.,Razor Fang,3000,The holder’s damaging attacks cause an Injury on a roll of 19+. Accessory Item for Trainers. Evolves Gligar.,Poké Ball Alarm,1000,--,"A belt with six slots for Poké Balls. Poké Balls affixed to the belt are locked in place with a number pad password to unlock them. Tampering with the belt triggers the password prompt, and failure to input the correct password within a minute triggers a loud alarm system.",Pester Ball: Poison,350,Consumable,"Inflicts Poison on the target. After being hit by any Pester Ball, a target becomes immune to the effects of further Pester Balls for 1 hour. Throwing and hitting with Pester Balls is the same as with Poké Balls."
Mulch,200,Mulch may be used to temporarily increase soil Quality; it may be applied to a Plant to increase the Soil Quality of a plant by +1 for the following day. This cannot make a Soil Quality go above +2.,Defense Suppressant,500,Lowers Defense stat by 1 if trainer allows it.,Micle Berry,250,Increases Accuracy by +1. Tier 2.,Safety Goggles,1500,The holder is immune to Moves with the Powder Keyword. Accessory or Head Item for Trainers.,Poké Ball Tracking Chip,200,--,"A chip embedded in the inner workings of the Poké Ball that emits a signal allowing the Ball’s owner to remotely track the location of the Ball. Depending on the setting, these may be built in by default.",Pester Ball: Paralysis,350,Consumable,"Inflicts Paralysis on the target. After being hit by any Pester Ball, a target becomes immune to the effects of further Pester Balls for 1 hour. Throwing and hitting with Pester Balls is the same as with Poké Balls."
Egg Warmer,2500,Egg Warmers are insulated cases that carry up to four Pokémon Eggs and protect them from harm. They also cause Pokémon to hatch twice as fast; each day spent in an Egg Warmer counts as 2 days for the purposes of Hatch Rate.,Special Attack Suppressant,500,Lowers Special Attack stat by 1 if trainer allows it.,Jaboca Berry,250,Foe dealing Physical Damage to the user loses 1/8 of their Maximum HP. Tier 2.,Shell Bell,5200,"Whenever the user damages a foe, they gain a Tick of Temporary Hit Points. Accessory Item for Trainers.",Power Ball,--,+0,-20 Modifier if the target is under level 10.  Target gains 1d4 levels upon capture.,Pester Ball: Sleep,350,Consumable,"Causes the target to fall asleep. After being hit by any Pester Ball, a target becomes immune to the effects of further Pester Balls for 1 hour. Throwing and hitting with Pester Balls is the same as with Poké Balls."
Groomer's Kit,500,Used by Trainers with the Groomer Edge to clean their Pokémon.,Special Defense Suppressant,500,Lowers Special Defense stat by 1 if trainer allows it.,Rowap Berry,250,Foe dealing Special Damage to the user loses 1/8 of their Maximum HP. Tier 2.,Shock Collar,3500,"Comes with a remote activator, which when pressed, causes the Pokémon or Trainer wearing the shock collar to lose Hit Points equal to 1/6th of their Max Hit Points. This may be used to activate the “Press” Feature. Collars that work on Ground Type Pokémon are available for an additional $500.",Earth Ball,--,+0,-20 Modifier if the target is Grass or Ground type.,Smoke Ball,500,Consumable,"When used, a Smoke Ball creates a 3 meter blast that fills the area with smoke, as if the move Smokescreen had been used. Smoke Balls can only be found in specialty shops."
Reanimation Machine,Varies,"Can be used to revive Fossils. Reanimation Machines also come in a smaller but more expensive Portable variety. Prices are up to GM discretion, often upwards of $10,000. See the Pokémon Fossils section for more details (page 216).",Speed Suppressant,500,Lowers Speed stat by 1 if trainer allows it.,Cornn Berry,250,Cures Disabled condition. Tier 2.,Stat Boosters,4000,"These items have a chosen Stat, either Attack, Defense, Special Attack, Special Defense, Speed, Evasion, or Accuracy. These items cause the default Stage of their linked Stat to be +1 Combat Stage instead of 0, or simply +1 for Accuracy and Evasion. Accessory Item for Trainers.",Haunt Ball,--,+0,-20 Modifier if the target is Dark or Ghost type.,Cleanse Tag,500,Consumable,"Small strips of paper with a prayer/incantation written on them. When created, the creator makes an Occult Ed Roll; this is the Cleanse Tag’s Power Value. When glued, taped, or nailed to a surface, they stop Pokémon or Trainers within 30m of the tag from Phasing through that surface unless they make a Focus check with a result exceeding the Tag’s Power Value. On a success, the tag is destroyed; on failure, the tag holds, and the encroacher cannot try again for at least an hour.

Tags may be stuck onto a weapon or appendage to let a Normal or Fighting-Type Attack hit a Ghost-Type Pokémon for neutral Damage; Tag is destroyed once damage is dealt.

Novice Occult Ed: Can burn tag as a Standard Action to remove Cursed, Suppressed, or Disabled condition from a single target within 5m.
Expert Occult Ed: Can burn tag to cause all with Invisibility and Phasing capabilities to make a Focus check; if result does not exceed tag's power value, capabilities lost for 5 min"
Super Bait,200,"Super Bait is a tasty, strong-smelling morsel of food designed to attract Pokémon. It may be used in two ways; to lure Pokémon, or to distract Pokémon.

To lure Pokémon, set the super bait on a route. Every 15 minutes thereafter, roll 1d20+Intuition Rank until you roll 15 or higher. If you roll 3 times without success, the super bait loses its potency and fails. If you succeed however, a random Pokémon will appear. Super bait is often used for Fishing in this way.
To distract Pokémon, throw it at a Wild Pokémon as a Standard Action. The target must then make a Focus Roll with a DC of 12. If they fail, the Pokémon gives up its next Standard Action to eat the food.",Anti-Radiation Pills,400,"An advanced version of the real life potassium iodide pills. These not only protect the thyroid but instead guard against all forms of radiation poisoning, granting the user Hazard Immunity for radioactive environments only for 24 hours.",Magost Berry,250,Cures Enraged condition. Tier 2.,Attack Booster,4000,The default state of the holder's Attack Stat is +1 Combat Stage. Accessory Item for Trainers.,Solid Ball,--,+0,-20 Modifier if the target is Rock or Steel type.,Poké Ball Cannon,4500,Main + Off Hand,Increases Poké Ball and Pester Ball accuracy by +1 and range to 15 meters. Balls deal 2d6 unreducible damage upon hitting a target. Balls take a Shift Action to ready in the Poké Ball Cannon.
Vile Bait,200,"Vile Bait is a strong-smelling morsel of food designed to attract Pokémon. Pokémon that eat it are poisoned.

To lure Pokémon, set the vile bait on a route. Every 15 minutes thereafter, roll 1d20 until you roll 15 or higher. If you roll 3 times without success, the vile bait loses its potency and fails. If you succeed however, a random Pokémon will appear. Vile bait is often used for Fishing in this way.
To distract Pokémon, throw it at a Wild Pokémon as a Standard Action. The target must then make a Focus Roll with a DC of 12. If they fail, the Pokémon gives up its next Standard Action to eat the food.",Prescient Powder,2500,An illegal and dangerous substance produced by desert-dwelling Steelix. Taking the drug inflicts 3 injuries on the user and allows them to use either a Scry or Augury once. The user also gains the Psychic Navigator Edge for two hours. Habitual use of the drug can lead to addiction and health problems.,Rabuta Berry,250,Cures Suppressed condition. Tier 2.,Defense Booster,4000,The default state of the holder's Defense Stat is +1 Combat Stage. Accessory Item for Trainers.,Heat Ball,--,+0,-20 Modifier if the target is Electric or Fire type.,Hazmat Suit,3500,Body + Head,Acts as a Gas Mask but also grants the Hazard Immunity capability and immunity to non-damaging Poison Type Moves.
Study Manual [5-15 Playtest],1000,"A Study Manual is always assigned to a single Skill and covers a specific narrow field that can be taken as a Skill Stunt.

Rank 1 - Novice General Education: You gain a Skill Stunt in the associated Skill of the Study Manual covering the narrow field specified by the Study Manual.
Rank 2 - Expert General Education: You gain a general +2 Bonus to the associated Skill. This Bonus does not stack with other bonuses from Books or Equipment to the same Skill.",Berserker Bolus,500,"A combat drug used by street gangs. Immediately inflicts 1 injury on the user upon taking it, but for the duration of the Scene, the user is immune to Flinch effects, gains a +2 bonus to Save Rolls, and adds 5 to all Damage Rolls. However, they are Enraged and may not make Save Rolls to end the effect until all combat ceases for at least a few minutes.",Nomel Berry,250,Cures Infatuated condition. Tier 2.,S Attack Booster,4000,The default state of the holder's Special Attack Stat is +1 Combat Stage. Accessory Item for Trainers.,Mystic Ball,--,+0,-20 Modifier if the target is Dragon or Psychic type.,Spacesuit,8000,Body + Head,Grants Vacuum Immunity and Free Floating 4. Weighs 200 pounds and is thus difficult for most Trainers to use in normal gravity. A Robotic Age upgraded version costing an extra $2000 confers Hazard Immunity too and weighs only 100 pounds instead.
The Joy of Cooking [5-15 Playtest],1000,"A cookbook for novice and experienced chefs alike.

Rank 1 - Novice General Education: Your material costs for crafting Food Items of any variety are reduced by 10%.
Rank 2 - Expert General Education: Meal and Refreshment Items you create cause whoever eats them to gain a Tick of Hit Points.",Locus Lozenge,500,A drug to help the user focus on a single task. The user gains a +3 bonus to Focus and Intuition checks for the next hour but suffers a -4 penalty to Perception checks to notice outside events.,Spelon Berry,250,Cool or Beauty Poffin Ingredient. Tier 2.,S Defense Booster,4000,The default state of the holder's Special Defense Stat is +1 Combat Stage. Accessory Item for Trainers.,Air Ball,--,+0,-20 Modifier if the target is Flying or Ice type.,Thermal Goggles,1000,Head,"Allows you to see in the IR spectrum, enabling you to easily pick out a person or Pokémon in camouflage or to identify sources of heat."
How Berries?? [5-15 Playtest],1000,"A beginner’s guide to the proper care of berry plants.

Rank 1 - Adept General Education: Once per day when making a Yield Roll, add +1 to the result.
Rank 2 - Expert General Education: You may create Mulch from Food Scrap.",Oxygenation Vial,500,"These vials contain a solution of oxygen-encasing lipids that are injected directly into the bloodstream. One injection is enough to allow the user to go without breathing for up to thirty minutes. Subsequent injections extend the effect, but each one after the first in a 24 hour period causes the user to take one injury as their body suffers complications from the imbalance caused by the solution. These are often carried as a last resort device for astronauts and deep sea divers, as well as used by EMTs to stabilize patients.",Pamtre Berry,250,Cute or Beauty Poffin Ingredient. Tier 2.,Speed Booster,4000,The default state of the holder's Speed Stat is +1 Combat Stage. Accessory Item for Trainers.,Mold Ball,--,+0,-20 Modifier if the target is Poison or Fighting type.,Handheld Propellor,3500,Off-Hand,Increases Swim speed by +3.
First Aid Manual [5-15 Playtest],1000,"A training manual given to all EMTs.

Rank 1 - Novice Medicine Education: You gain a +10 Bonus to Medicine Education Checks made to use a First Aid Kit.
Rank 2 - Expert Medicine Education: You may use the First Aid Expertise Feature once per day.",Puissance Pellet,450,"This painkiller and adrenaline injection lets the user temporarily ignore their debilitating injuries. A user with 5 or more injuries does not suffer Hit Point loss equal to their number of injuries when taking Standard Actions. If you are using the optional rule to decrease combat stages for each Injury, the user ignores these combat stage losses. This effect lasts for 5 turns, and at the end of the effect, the user automatically takes another injury.",Watmel Berry,250,Cute or Smart Poffin Ingredient. Tier 2.,Accuracy Booster,4000,Grants the holder +1 Accuracy. Accessory Item for Trainers.,Gossamer Ball,--,+0,-20 Modifier if the target is Normal or Fairy type.,Lifting Frame,3000,Main + Off Hand,A mechanized frame worn over each arm with motorized muscles. Grants +2 to Power Capability. The frames are too unwieldy to use other equipment such as weapons while wearing them.
Traditional Medicine Reference [5-15 Playtest],1000,"A volume dedicated to properly preparing herbal medications. See PTU May 2015 Playtest Packet - Miscellaneous Errata for Herbal Restorative errata.

Rank 1 - Adept Medicine Education: Targets you administer Herbal Restoratives to do not lose Combat Stages no matter how many Herbal Restoratives they’ve had in the same day.
Rank 2 - Expert Medicine Education: Whenever you administer an Herbal Restorative to a target, they may choose to gain the Food Buff associated with Herbal Restoratives, regardless of how many Herbal Restoratives they’ve used this day.",Rambo Roids,750,"The user treats their Power Capability as increased by 2 for the next hour. However, each time they lift an object or perform a feat of strength beyond their normal means, they must make an Athletics check with a DC of 12. If they fail, they take an Injury immediately. Each such feat of strength induces a cumulative -1 penalty to these Athletics checks.",Durin Berry,250,Smart or Tough Poffin Ingredient. Tier 2.,Evasion Booster,4000,Grants the holder +1 Evasion. Accessory Item for Trainers.,Fabulous Ball,--,-5,"The captured Pokémon gains +2 dice in the Contest Stat that corresponds to the Stat boosted by their Nature. If the Stat boosted is HP, choose any two Contest Stats except the one corresponding to the lowered Stat and raise them by 1 die each. As a reminder, Beauty=SpAtk, Cool=Attack, Cute=Speed, Smart=SpDef, Tough=Def.",Extendable Grabby Arm,750,Main Hand,A dexterous and flexible arm with a hand at the end. Can be used to grab and manipulate objects from 3 meters away.
Caretaker's Manual [5-15 Playtest],1000,"An invaluable guide to patient care with wide appeal and praised by both nurses and rangers.

Rank 1 - Adept Medicine Education: Once per Scene, you may assist an adjacent ally in Taking a Breather as a Standard Action, and they do not Shift or become Tripped as part of this action. If the target is Confused or Enraged, you may roll Medicine Education instead of Command to assist them.
Rank 2 - Master Medicine Education: This effect can only be bound while taking an Extended Rest and Drains AP for the next day. During this Extended Rest, Pokémon and Trainers in your care heal twice as many Hit Points while resting, heal Injuries twice as quickly, and may heal an additional Injury per day. This stacks with use of Bandages.",Shock Syringe,500,"This drug enhances the sensitivity of the user’s nerves, enhancing their perception and making it incredibly useful for scouts and recon missions. However, the enhanced sense of touch greatly lowers the user’s pain tolerance. The user gains a +3 bonus to Perception, Focus, and Guile and a +1 bonus to Accuracy. However, each time the user takes an Injury, they are Flinched. The effects of Shock Syringe last for an hour.",Belue Berry,250,Cool or Tough Poffin Ingredient. Tier 2.,Toxic Orb,4800,Induces Poison on holder. Off-Hand Item for Trainers. Standard Action to drop.,Learning Ball,--,-5,"The captured Pokémon immediately learns their next level-up Move, as long as it is within 8 levels of their current level.",Thermal Dampening Suit,2000,Body,The user is invisible to thermal imaging gear.
Dowsing for Dummies [5-15 Playtest],1000,"A favorite of rock collectors everywhere, this book teaches the user how to attune their dowsing rods.

Rank 1 - Novice Occult Education: Roll +1d6 when searching for Shards.
Rank 2 - Adept Occult Education: When you begin searching for Shards, you may choose to expend an additional activation of Dowsing for the day. If you do, choose a Shard Color; all the Shards you find during this search will be of the chosen Color.",Soldier Pill,750,"A potentially dangerous stimulant that provides the user enough energy to go 24 hours without sleep. Upon taking the pill twice in a 48 hour period, the user begins to take 1 injury every 2 hours until they choose to go to sleep. The user of a Soldier Pill gets a +3 bonus to rolls to wake up from Sleep.",Leppa Berry,500,Restores a Scene Move. Tier 3.,Type Boosters,1800,"These items come in a variety of each of the Elemental Types, and grants a +5 Damage Bonus to all direct damage Moves of its Specific Type when performed by the user. Accessory Item for Trainers.",Sun Ball,--,+0,-20 Modifier if the weather is sunny when used.,Treecko Gear,3500,"Main + Off Hand, Feet",Grants the Wallclimber capability.
How To Avoid Being Spooked [5-15 Playtest],1000,"A questionable old tome filled with Ghost-related esoterica.

Rank 1 - Adept Occult Education: While holding a Cleanse Tag in your Main or Off-Hand Equipment Slot, you can see Pokémon and Trainers using the Invisibility Capability.
Rank 2 - Expert Occult Education: While holding a Cleanse Tag in your Main or Off-Hand Equipment Slot, you are immune to the Cursed Status Affliction.",Spritz Spray,250,A drug that improves reflexes at the cost of mental focus. The user of Spritz gains +5 initiative and +1 Evasion for the next 5 rounds of combat but suffers a -3 penalty to Perception and Focus checks for the next hour.,Pomeg Berry,500,Lowers HP stat by 1 with trainer permission. Tier 3.,Bug Booster,1800,Grants a +5 Damage Bonus to all direct-damage Bug Moves used by the holder. Accessory Item for Trainers.,Rain Ball,--,+0,-20 Modifier if the weather is rainy when used.,Pheromone Emitter,2000,Accessory,Emits pheromones as a Swift Action that give a +4 bonus to a Charm or Intimidate check against wild Pokémon. Requires a Pheromone Cartridge to use. Comes with 1 Cartridge. More can be bought for 250 apiece.
Tinfoil Gospel: Your Primer on Thwarting the Conspiracies of the New World Order [5-15 Playtest],1000,"An even more questionable tome, filled with laughable conspiracy theories. Its mental exercises are strangely effective, however.

Rank 1 - Novice Occult Education: You gain the Iron Mind Edge and the Skill Stunt - Focus (resisting Telepathy).
Rank 2 - Expert Occult Education: Your Aura becomes muddled and difficult to read. Pokémon and Trainers with the Aura Reader Capability cannot discern the tint of your Aura and must succeed on an opposed Intuition or Focus Check vs your Occult Education or Focus in order to read the hue of your Aura. Upon failure, they may not attempt to read your Aura again for the remainder of the Scene.",White Light,800,"So named for the soft white glow the liquid gives off, White Light is a crude “truth serum”. It is slow-acting, taking upwards of an hour to take full effect on a victim. The victim becomes more suggestible and gullible. All of their Guile, Intuition, and Focus Checks made during an interrogation are subject to a -5 penalty.",Kelpsy Berry,500,Lowers Attack stat by 1 with trainer permission. Tier 3.,Dark Booster,1800,Grants a +5 Damage Bonus to all direct-damage Dark Moves used by the holder. Accessory Item for Trainers.,Hail Ball,--,+0,-20 Modifier if the weather is hailing when used.,Pheromone Cartridge,250,Consumable,A cartridge for the Pheromone Emitter.
Type Study Manual [5-15 Playtest],1000,"These Books focus on one particular Pokemon Type.

Rank 1 - Novice Pokémon Education: You gain a -5 Bonus on Capture Checks against the studied Type.
Rank 2 - Expert Pokémon Education: When you apply Experience Training, you may choose to give one of your Pokémon of the studied Type +10 Bonus Experience. The same Pokémon cannot be chosen two days in a row.",,,,Qualot Berry,500,Lowers Defense stat by 1 with trainer permission. Tier 3.,Dragon Booster,1800,Grants a +5 Damage Bonus to all direct-damage Dragon Moves used by the holder. Accessory Item for Trainers.,Sand Ball,--,+0,-20 Modifier if the weather is a sandstorm when used.,Sonic Filter,2500,Accessory,"Creates a portable field of directed white noise with a 2 meter radius when activated. Anyone within can hold a conversation normally, but anyone outside the field just hears static coming from the direction of the wearer. Moves with the Sonic Keyword aimed at a target within the field require 2 more on Accuracy Roll to hit."
Pokémon Daycare Licensing Guide [5-15 Playtest],1000,"This book teaches advanced Pokémon Breeding techniques.

Rank 1 - Adept Pokémon Education: When Breeding Pokémon of this Book’s Egg Group, you may choose which parent’s species the Egg is of.
Rank 2 - Master Pokémon Education: When hatching Eggs of Pokémon of this Book’s Egg Group, the hatched Pokémon learns their first Inheritance Move at Level 10 instead of Level 20.",,,,Hondew Berry,500,Lowers Special Attack stat by 1 with trainer permission. Tier 3.,Electric Booster,1800,Grants a +5 Damage Bonus to all direct-damage Electric Moves used by the holder. Accessory Item for Trainers.,,,,,Mind Aegis,4000,Head,"Grants a +6 bonus to Focus checks to resist Telepathy. If the wearer has the Iron Mind Edge, Mind Aegis grants the Mindlock capability instead."
Fishing 101 [5-15 Playtest],1000,"A good way to waste an afternoon sitting at the side of a boat.

Rank 1 - Novice Survival: You gain the Snare Capture Technique, but it only applies to Pokémon you have fished up.
Rank 2 - Adept Survival: Whenever you fish up a Pokémon, choose two Combat Stats. That Pokémon becomes Flinched and loses 1 Combat Stage in each of the chosen Stats.",,,,Grepa Berry,500,Lowers Special Defense stat by 1 with trainer permission. Tier 3.,Fairy Booster,1800,Grants a +5 Damage Bonus to all direct-damage Fairy Moves used by the holder. Accessory Item for Trainers.,,,,,Scrubbing Spray,3500,Off-Hand,"Sprays a chemical agent over an area that destroys most forensic evidence, such as trace biomatter. Perception checks to track someone or to search for forensic evidence take a -6 penalty. Requires a Scrub Cartridge to use. Comes with 1 Cartridge. More can be bought for 300 apiece."
A Field Guide to Fungi [5-15 Playtest],1000,"This book tells you which mushrooms are good to eat and which ones will give you a bad trip.

Rank 1 - Novice Survival: You automatically identify all Tiny Mushrooms, Big Mushrooms, and Balm Mushrooms you pick. Whenever you or your Pokémon consume one of those Mushrooms, they ignore the negative effect of the Mushroom (Hit Point loss, Poison, Combat Stage loss).
Rank 2 - Adept Survival: You can create the Hearty Meal Chef Recipe as an Extended Action but only by using Mushrooms as ingredients.",,,,Tamato Berry,500,Lowers Speed stat by 1 with trainer permission. Tier 3.,Fighting Booster,1800,Grants a +5 Damage Bonus to all direct-damage Fighting Moves used by the holder. Accessory Item for Trainers.,,,,,Scrub Cartridge,300,Consumable,A cartridge for Scrubbing Spray.
Travel Guide [5-15 Playtest],1000,"A Travel Guide covers a specific location, such as a mountain or a pair of routes in the wilderness. Travel Guides are usually written for the more popular destinations in a region, but they might not necessarily exist for more obscure and out of the way locations.

Rank 1 - Novice Survival: You gain the following Skill Stunts while traveling in the studied location: Survival (Foraging) and Survival (Navigation).
Rank 2 - Expert Survival: You and your Pokémon do not take damage from naturally occurring Weather effects in the studied location.",,,,Occa Berry,500,Weakens foe’s super effective Fire-type move. Tier 3.,Fire Booster,1800,Grants a +5 Damage Bonus to all direct-damage Fire Moves used by the holder. Accessory Item for Trainers.,,,,,Universal Translator,10000,Head,You understand any spoken language recognized by the Universal Translator and can speak into it and have your words translated immediately. Usually programmed with all of the major human languages. Can be used to speak with Pokémon.
The Anarchist Cookbook [5-15 Playtest],1000,"The simple act of owning this book isn’t illegal, but carrying out its suggestions might be.

Rank 1 - Novice Technology Education: Whenever you apply a Repel to a target, they become Blinded until the end of their next turn. This may only affect a target once per Scene.
Rank 2 - Expert Technology Education: Whenever you hit a target with a Repel or Pester Ball, they lose Hit Points equal to your Technology Education Rank.",,,,Passho Berry,500,Weakens foe’s super effective Water-type move. Tier 3.,Flying Booster,1800,Grants a +5 Damage Bonus to all direct-damage Flying Moves used by the holder. Accessory Item for Trainers.,,,,,Gravity Modulation Suit,4000,Body,You may treat the local gravity as if it were 1 lower or 1 higher. Changing the setting on the suit is an At-Will Extended Action requiring time for the suit to adjust to the new settings.
Poké Ball Technical Manual [5-15 Playtest],1000,"Your all-in-one guide to balls.

Rank 1 - Novice Technology Education: Your material costs for crafting Poke Balls of any variety are reduced by 10%.
Rank 2 - Expert Technology Education: Poke Balls you craft gain a +2 Bonus to Accuracy Rolls.",,,,Wacan Berry,500,Weakens foe’s super effective Electric-type move. Tier 3.,Ghost Booster,1800,Grants a +5 Damage Bonus to all direct-damage Ghost Moves used by the holder. Accessory Item for Trainers.,,,,,Pokéradar,5000,Off-Hand,"Contrary to its name, this handheld device actually detects both human and Pokémon lifesigns in a 20 meter radius and can display their relative location to you on a screen. No information is given about specific species."
DIY Engineering [5-15 Playtest],1000,"Duct tape not included.

Rank 1 - Novice Technology Education: Your material costs for crafting items crafted from Mechanical Scrap are reduced by 10%.
Rank 2 - Expert Technology Education: Whenever you Scrap an Item you created, you gain Scrap worth 75% of its monetary cost instead of only 50%.",,,,Rindo Berry,500,Weakens foe’s super effective Grass-type move. Tier 3.,Grass Booster,1800,Grants a +5 Damage Bonus to all direct-damage Grass Moves used by the holder. Accessory Item for Trainers.,,,,,X-Ray Goggles,8000,Head,Grants the user the X-Ray Vision Capability.
Combat Medic's Primer [9-15 Playtest],1000,"Rank 1 – Novice Medicine Education: After taking a Sprint Maneuver, you may apply a Restorative Item on an adjacent target as a Swift Action.
Rank 2 – Expert Medicine Education: Once per Scene as a Standard Action, you may target an adjacent ally. The target may immediately Take a Breather as a Full-Action Interrupt if they wish. They do not Shift and do not become Tripped as part of this action. If the target is Confused or Enraged, you must make a Medicine Education Check with a DC of 12 for them to be able to Take a Breather.",,,,Yache Berry,500,Weakens foe’s super effective Ice-type move. Tier 3.,Ground Booster,1800,Grants a +5 Damage Bonus to all direct-damage Ground Moves used by the holder. Accessory Item for Trainers.,,,,,Dimensional Field Analyzer,5000,Item,A handheld device the size of a Geiger counter for campaigns featuring time travel or interdimensional travel of some other sort. This device can be calibrated to recognize a ‘home’ universe or timeline and can measure the amount of difference between a parallel universe and that home universe.
,,,,,,Chople Berry,500,Weakens foe’s super effective Fighting-type move. Tier 3.,Ice Booster,1800,Grants a +5 Damage Bonus to all direct-damage Ice Moves used by the holder. Accessory Item for Trainers.,,,,,Anomaly Detector,2150,Item,"When pointed at a person, Pokémon, or object, this handheld device can determine whether or not it belongs to this timeline or parallel universe. It gives no indication to the nature of the home universe, however."
,,,,,,Kebia Berry,500,Weakens foe’s super effective Poison-type move. Tier 3.,Normal Booster,1800,Grants a +5 Damage Bonus to all direct-damage Normal Moves used by the holder. Accessory Item for Trainers.,,,,,Glitch Detection Crystal,800,Accessory,A crystal necklace which begins to display pixelated effects and static when near Glitch phenomena. Pixellation and static effects intensify proportionally to proximity to the phenomena.
,,,,,,Shuca Berry,500,Weakens foe’s super effective Ground-type move. Tier 3.,Poison Booster,1800,Grants a +5 Damage Bonus to all direct-damage Poison Moves used by the holder. Accessory Item for Trainers.,,,,,EMP Grenade,800,Consumable,Throwing an EMP Grenade is an AC 5 Ranged Blast 3 attack that can be made at a target within your Poké Ball throwing range. All legal targets with Augmentations immediately suffer the effects of Augmentation Shock. EMP Grenades flinch targets with Augmentations on a roll of 18+ on Accuracy Check. EMP Grenades disable Pokébots for 1d2 turns.
,,,,,,Coba Berry,500,Weakens foe’s super effective Flying-type move. Tier 3.,Psychic Booster,1800,Grants a +5 Damage Bonus to all direct-damage Psychic Moves used by the holder. Accessory Item for Trainers.,,,,,Flashbang,250,Consumable,"Throwing a Flashbang uses the Move Flash originating from the point where you threw the Flashbang, up to your maximum Poké Ball throwing range. When used in this way, Flash flinches all legal targets on 19-20 on Accuracy Check."
,,,,,,Payapa Berry,500,Weakens foe’s super effective Psychic-type move. Tier 3.,Rock Booster,1800,Grants a +5 Damage Bonus to all direct-damage Rock Moves used by the holder. Accessory Item for Trainers.,,,,,Sting Grenade,250,Consumable,"Throwing a Sting Grenade is an AC 4 Ranged Blast 3 attack that can be made at a target within your Poké Ball throwing range. Upon connecting, the Sting Grenade releases dozens of hard rubber balls around it, causing pain to the targets but no damage. Those targets take a -3 penalty to all rolls and to their evasion until the start of your next turn."
,,,,,,Tanga Berry,500,Weakens foe’s super effective Bug-type move. Tier 3.,Steel Booster,1800,Grants a +5 Damage Bonus to all direct-damage Steel Moves used by the holder. Accessory Item for Trainers.,,,,,Zap Blaster,1000,Hands,Uses the Move Zap Cannon once.
,,,,,,Charti Berry,500,Weakens foe’s super effective Rock-type move. Tier 3.,Water Booster,1800,Grants a +5 Damage Bonus to all direct-damage Water Moves used by the holder. Accessory Item for Trainers.,,,,,Inferno Cannon,1000,Hands,Uses the Move Inferno once.
,,,,,,Kasib Berry,500,Weakens foe’s super effective Ghost-type move. Tier 3.,Type Brace,2000,"These items come in a variety of each of the Elemental Types, and grant the holder 15 Damage Reduction against that specific Type. Accessory Item for Trainers.",,,,,Ablative Heavy Armor,14500,Body,"A weighty but brittle armor that is self-repairing. Grants 20 Damage Reduction, but each damaging attack removes 5 Damage Reduction from the armor. Every five minutes, the armor repairs 5 Damage Reduction. The user’s Speed Combat Stage defaults to -1."
,,,,,,Haban Berry,500,Weakens foe’s super effective Dragon-type move. Tier 3.,Bug Brace,2000,Grants the holder 15 Damage Reduction against all direct-damage Bug Moves. Accessory Item for Trainers.,,,,,Flame Retardant Armor,5000,Body,You gain 10 Damage Reduction against Fire Type damage.
,,,,,,Colbur Berry,500,Weakens foe’s super effective Dark-type move. Tier 3.,Dark Brace,2000,Grants the holder 15 Damage Reduction against all direct-damage Dark Moves. Accessory Item for Trainers.,,,,,Mesh Shielding,8000,Body,"An advanced anti-conductive fabric woven into a stiff jacket designed to shield sensitive electronics from damage and electrical shock. You gain 5 Damage Reduction against Electric Type damage. Whenever you would suffer Augmentation Shock, roll 1d2. On a 1, you suffer no ill effects."
